2.249513264493814280e+00,5.010060975666004168e+00,1.998677133526512717e-01,3.916699213135607649e-01,1.135333191317048351e+00,1.762048624052177104e-01,9.368625588995633802e-01,5.201277492053851814e-01
2.598201841598719586e+00,5.015091145236736381e+00,2.972721416597667310e-01,5.676665956585241757e-01,1.573471609641967195e+00,2.176572852872051822e-01,6.400831974367585664e-01,8.324111448176189088e-01
3.543173329078707745e+00,5.020120932901766864e+00,3.916699213135607649e-01,7.207555281216505572e-01,1.869345508219773855e+00,7.508959980280293101e-01,9.033820229665998625e-01,2.595757365138465778e-01
3.817864823567822974e+00,5.025150211374229237e+00,4.821063010363391688e-01,8.447589344601256212e-01,1.996203620723867811e+00,6.782650720196670147e-02,9.749254673880950461e-01,6.464870053671197825e-01
3.253648331269979987e+00,5.030178853380141035e+00,5.676665956585241757e-01,9.346727541098869274e-01,1.942576144749916356e+00,5.946454264776418475e-01,6.509979598972059911e-01,5.928611606915874521e-01
3.065029715755143158e+00,5.035206731661630464e+00,6.474854373620376746e-01,9.868685851394145558e-01,1.713311777324248775e+00,7.312138065285260780e-01,4.835989062277499251e-01,9.069194972103653551e-01
2.532397214156565379e+00,5.040233718980149824e+00,7.207555281216505572e-01,9.992401055743719285e-01,1.329139322784402166e+00,3.074679580923433964e-02,8.933266000701788334e-01,6.084399596659171294e-01
2.521040562868379187e+00,5.045259688119699604e+00,7.867358048209835975e-01,9.712880723749581779e-01,8.247935100001383413e-01,6.711687478197375656e-01,1.785450478200512059e-02,2.851796572350268066e-01
1.470579656928729495e+00,5.050284511890048122e+00,8.447589344601256212e-01,9.041404679986613235e-01,2.458744720800201400e-01,8.033619368010511685e-01,5.605326820378369046e-01,2.639387317648784759e-01
1.206621457918533036e+00,5.055308063129947627e+00,8.942380636473764577e-01,8.005069815496141938e-01,-3.552751631220530948e-01,2.536357477448404341e-01,3.341330184364987854e-02,6.390829597294069853e-01
3.223076910880852131e-01,5.060330214710354824e+00,9.346727541098869274e-01,6.645696613922010831e-01,-9.243028012382437097e-01,7.436386173640224806e-01,5.889912551790335016e-01,3.510170553494121881e-01
-5.480411261092653641e-01,5.065350839537645200e+00,9.656540441906792394e-01,5.018141518572506454e-01,-1.409760139570639614e+00,9.952543007524373708e-01,4.637303271948860495e-01,7.263917637878891664e-02
-9.542115254374221589e-01,5.070369810556833556e+00,9.868685851394145558e-01,3.188083243516544596e-01,-1.767754835434213190e+00,8.866534437765194454e-01,2.460167674880662236e-01,4.647639554584895860e-01
-1.462601417639761703e+00,5.075387000754785660e+00,9.981018103619339055e-01,1.229372360400096259e-01,-1.965919006773159783e+00,6.722299005304266384e-01,9.189023113737556647e-01,6.400649763679673310e-01
-1.558235672067471711e+00,5.080402283163434340e+00,9.992401055743719285e-01,-7.789488836642918801e-02,-1.986335755377263812e+00,5.292985039314422879e-01,6.758056423824817527e-01,4.838258313734411509e-03
-1.532880996667641549e+00,5.085415530862992028e+00,9.902719579126290084e-01,-2.755836254214550363e-01,-1.827159112805048391e+00,1.839772352865431948e-01,9.779381274278164948e-01,6.981198381523183727e-01
-1.158084090856148274e+00,5.090426616985162411e+00,9.712880723749581779e-01,-4.621514006191218549e-01,-1.502780942545964393e+00,3.301530039984157394e-02,8.357760748057201372e-01,5.726556378543526948e-01
-1.416770664320094797e+00,5.095435414716351197e+00,9.424804544199537615e-01,-6.300694171790957032e-01,-1.042529708059771298e+00,5.154439142118977246e-01,6.053298016168374707e-01,6.383642499615812538e-01
-4.216797404923324777e-01,5.100441797300875102e+00,9.041404679986613235e-01,-7.725614747575749730e-01,-4.880187568234510831e-01,1.554853729074324731e-01,6.481839564024702849e-01,7.038611284859317418e-01
-4.465982787590624392e-01,5.105445638044172618e+00,8.566558886621243873e-01,-8.838774177171065949e-01,1.106161262598957529e-01,4.136481596396793803e-01,7.923058100365982792e-01,4.076099992115754800e-01
1.386695770822814477e-01,5.110446810316005006e+00,8.005069815496141938e-01,-9.595251781640494748e-01,6.992497166715363477e-01,2.181286935462239951e-01,8.885673874664923311e-02,1.749909776408008488e-01
1.336079903468278873e+00,5.115445187553663509e+00,7.362616439252760436e-01,-9.964520498382314351e-01,1.224661050948400831e+00,5.132159521314059170e-01,9.432921188288804215e-01,4.392812908748962020e-01
8.689426293386354194e-01,5.120440643265173897e+00,6.645696613922010831e-01,-9.931678776886319060e-01,1.639345369117353846e+00,7.164811075604681223e-01,9.724954892292647646e-02,4.610220668503017816e-01
1.699458929480115010e+00,5.125433051032493914e+00,5.861561358773080821e-01,-9.498051919160306333e-01,1.905809229918030034e+00,2.925615891247272948e-01,7.374924985530366683e-01,7.314741951126456643e-01
1.606707095446274991e+00,5.130422284514716935e+00,5.018141518572506454e-01,-8.681138598203171908e-01,1.999960458471343072e+00,2.948763834309139353e-01,2.442869760093401288e-01,6.432750776659947878e-01
2.004890685640206449e+00,5.135408217451263191e+00,4.123967550000687821e-01,-7.513904712729816415e-01,1.913286426248338890e+00,3.841994564806574530e-01,6.135370700671116673e-01,2.855697084331660918e-01
1.487419782028759130e+00,5.140390723665082540e+00,3.188083243516544596e-01,-6.043453074088768195e-01,1.653623715423867546e+00,8.864092666892763317e-01,6.059093299170539293e-01,7.197596845339111482e-01
1.309010607741557086e+00,5.145369677065840364e+00,2.219954253298242197e-01,-4.329122609117241338e-01,1.244449578860522543e+00,3.084660284992269963e-01,1.613189564274932764e-01,1.335222803862243790e-01
1.224226345944864569e+00,5.150344951653113235e+00,1.229372360400096259e-01,-2.440093784117246811e-01,7.227592579559946051e-01,2.406647571008883046e-01,2.846995222876758103e-02,5.143082618592165201e-01
1.059026298556273282e+00,5.155316421519575698e+00,2.263564374203314022e-02,-4.525968811970083883e-02,1.357210794251858532e-01,1.978740293174481302e-01,3.595254570491890345e-02,4.576104216966192517e-01
1.522699567596569881e-01,5.160283960854186169e+00,-7.789488836642918801e-02,1.553164215195752262e-01,-4.635882415054453642e-01,4.481765802034707313e-01,1.170759918075164885e-01,4.692006284231997615e-02
-4.537932782145334132e-01,5.165247443945373718e+00,-1.776375815610265474e-01,3.496248583357681738e-01,-1.020982501411751509e+00,4.406316852608144208e-01,4.222759546164528421e-01,5.842591581609436480e-01
-3.881421835924133701e-01,5.170206745184214192e+00,-2.755836254214550363e-01,5.298244571976342687e-01,-1.486065222715465373e+00,3.308015940220010442e-02,9.575397540038596000e-01,6.366161310728931655e-01
-8.202318443383450619e-01,5.175161739067614342e+00,-3.707423810697277333e-01,6.886434041046547438e-01,-1.816786221871166562e+00,7.738321754530407270e-01,6.299544319948886528e-01,8.722948683174654994e-01
-9.784580546798277156e-01,5.180112300201484388e+00,-4.621514006191218549e-01,8.196726845586769228e-01,-1.983243552236247931e+00,1.491331139453777599e-01,2.067719588221749172e-01,3.979463870402938364e-01
-8.602390076800189300e-01,5.185058303303911487e+00,-5.488861614958266966e-01,9.176247143358642333e-01,-1.970387071172188476e+00,2.212113734546610200e-01,6.604667077593608937e-01,8.338914801762293827e-01
2.709191840752378511e-02,5.189999623208334079e+00,-6.300694171790957032e-01,9.785467158162214352e-01,-1.779379189931284078e+00,3.989508939421337885e-02,2.107847835824605554e-02,8.191717497753638888e-01
2.056814834977965800e-01,5.194936134866702915e+00,-7.048800697853198072e-01,9.999802292356715361e-01,-1.427489774919853183e+00,5.294441048311637754e-01,4.096503412469628680e-01,1.988134300901489571e-01
2.446320404875139687e-01,5.199867713352650966e+00,-7.725614747575749730e-01,9.810603219087461468e-01,-9.465347027790284029e-01,7.124131657961928488e-01,4.090426512903654332e-01,8.811693979133305987e-02
1.058142361908233298e+00,5.204794233864654451e+00,-8.324290936659261009e-01,9.225504919112317292e-01,-3.799992464166670469e-01,9.823086654261368178e-01,4.456576004520855783e-01,9.590258389558830032e-01
2.256044646835695833e+00,5.209715571729185868e+00,-8.838774177171065949e-01,8.268118577119337731e-01,2.208936206320095408e-01,8.875272015056481223e-01,8.649372570998868914e-01,3.762382367973644559e-01
2.579542834088019099e+00,5.214631602403876798e+00,-9.263860919482852507e-01,6.977078770818929687e-01,8.018145195423069804e-01,4.810097439900804517e-01,7.202147139432144574e-01,5.580556657723686476e-01
2.867761658028009641e+00,5.219542201480664723e+00,-9.595251781640494748e-01,5.404484402750175942e-01,1.310239825364084121e+00,5.082565423660512227e-01,2.793042263593314978e-01,8.132184731054555860e-01
2.349590655280691109e+00,5.224447244688940728e+00,-9.829595033865796694e-01,3.613796289779989679e-01,1.700200560000249883e+00,6.561574992284535668e-01,8.676795212765755494e-01,2.826063898488456738e-01
2.864951986769698866e+00,5.229346607898697208e+00,-9.964520498382314351e-01,1.677276251427975706e-01,1.936438650605210032e+00,8.746733892462669191e-01,6.363370979243292425e-01,4.012063069072759891e-01
2.614247090517327177e+00,5.234240167123669352e+00,-9.998663521698053502e-01,-3.269289593933739219e-02,1.997594767719219400e+00,4.230657253145098107e-02,2.870323394330340783e-01,6.237486128221488846e-01
1.917584273576561582e+00,5.239127798524469526e+00,-9.931678776886319060e-01,-2.317941207527226821e-01,1.878139516609316217e+00,9.029854436821683761e-01,9.354508755292031408e-01,1.836180254269881296e-02
2.114586407325794504e+00,5.244009378411725208e+00,-9.764243756266628438e-01,-4.215414749516639414e-01,1.588873374275707739e+00,8.154331740776747939e-01,6.424311648811303899e-01,3.911812665384797327e-01
1.688166950197250715e+00,5.248884783249204489e+00,-9.498051919160306333e-01,-5.942778523298207771e-01,1.155950170610221539e+00,4.308261988861274983e-01,4.812588873342164009e-01,4.496154892258367175e-01
7.145228043853932842e-01,5.253753889656946896e+00,-9.135795564025241955e-01,-7.430326113577326863e-01,6.185124050894534875e-01,2.334579828348910535e-01,4.106804076527611480e-01,8.264364640257007011e-01
1.877345897613146297e-01,5.258616574414384459e+00,-8.681138598203171908e-01,-8.618028699747584120e-01,2.515220046748129282e-02,7.473566021771707035e-01,8.721521852204828784e-01,1.560726913398391424e-01
-3.780253704448737206e-01,5.263472714463457436e+00,-8.138679480689879897e-01,-9.457957472038479585e-01,-5.704821257199378381e-01,9.795817669424200513e-01,2.540202122624173331e-01,4.702047419297900044e-01
-1.094362396802597726e+00,5.268322186911731819e+00,-7.513904712729816415e-01,-9.916217761181241874e-01,-1.114536642559327495e+00,7.269530237737522604e-01,9.142992727946824827e-01,4.127855601298978661e-01
